timestamp,hour,day_of_week,month,is_weekday,in_semester,is_event_day,students_present,temperature_C,humidity_pct,appliances_on,floor_util_pct,hvac_load,solar_gen_kwh,energy_kwh
2022-05-23 11:00:00,11,0,5,1,0,0,0.0,,42.2,14.0,27.8,5.88,3.31,29.687
2021-01-15 09:00:00,9,4,1,1,1,0,677.0,17.59,54.7,53.0,70.1,1.91,0.75,46.409
2023-11-23 08:00:00,8,3,11,1,1,0,610.0,14.47,53.1,50.0,67.2,2.85,0.72,49.08
2021-02-20 02:00:00,2,5,2,0,1,0,54.0,12.2,72.1,10.0,27.3,4.17,0.0,19.236
2022-05-12 20:00:00,20,3,5,1,0,0,61.0,26.06,40.1,14.0,22.9,2.24,0.0,21.296
2022-02-13 00:00:00,0,6,2,0,1,0,147.0,10.46,50.9,14.0,32.5,4.31,0.0,24.242
2021-11-13 02:00:00,2,5,11,0,1,0,76.0,8.0,53.8,11.0,24.9,5.3,0.0,19.741
2023-10-09 10:00:00,10,0,10,1,1,0,585.0,25.21,59.3,50.0,61.3,1.15,2.53,44.244
2021-09-25 11:00:00,11,5,9,0,1,0,104.0,26.51,67.0,18.0,21.8,2.26,3.46,20.984
2023-05-01 18:00:00,18,0,5,1,0,0,0.0,26.25,42.8,16.0,29.6,1.54,1.07,23.865
2022-05-27 13:00:00,13,4,5,1,0,0,87.0,37.34,53.5,13.0,24.4,6.08,2.97,23.967
2022-07-09 21:00:00,21,5,7,0,0,0,32.0,27.85,80.5,12.0,20.7,2.08,0.0,20.625
2021-03-17 05:00:00,5,2,3,1,1,0,50.0,17.38,59.9,13.0,23.9,1.69,0.0,23.966
2021-11-25 05:00:00,5,3,11,1,1,0,183.0,11.83,50.6,19.0,41.7,3.4,0.0,31.264
2021-08-17 13:00:00,13,1,8,1,1,0,623.0,34.37,82.4,54.0,72.6,4.92,3.37,51.983
2022-09-28 01:00:00,1,2,9,1,1,0,176.0,16.23,78.3,17.0,25.7,2.8,0.0,22.201
2022-07-28 04:00:00,4,3,7,1,0,0,50.0,29.49,72.9,15.0,18.1,3.29,0.0,21.981
2023-12-20 02:00:00,2,2,12,1,0,0,53.0,8.0,51.2,7.0,32.1,5.27,0.0,26.621
2023-06-25 01:00:00,1,6,6,0,0,0,24.0,26.21,44.2,8.0,25.3,1.46,0.0,16.551
2023-06-02 22:00:00,22,4,6,1,0,0,30.0,26.08,42.4,12.0,23.7,1.9,0.0,20.544
2022-08-12 17:00:00,17,4,8,1,1,0,524.0,26.74,85.8,50.0,68.7,2.22,1.45,49.587
2021-12-09 05:00:00,5,3,12,1,0,0,2.0,9.15,42.3,5.0,22.5,4.39,0.0,17.77
2021-08-19 03:00:00,3,3,8,1,1,0,136.0,22.0,78.2,22.0,29.8,0.53,0.0,22.373
2021-11-21 16:00:00,16,6,11,0,1,0,79.0,14.81,63.9,16.0,22.8,3.31,1.54,22.569
2023-10-02 00:00:00,0,0,10,1,1,0,191.0,14.47,32.2,21.0,35.7,2.74,0.0,27.499
2022-04-19 17:00:00,17,1,4,1,1,0,639.0,30.22,58.2,50.0,68.1,3.43,0.23,49.452
2021-04-18 15:00:00,15,6,4,0,1,0,18.0,32.71,39.3,14.0,18.9,4.03,1.52,19.54
2022-12-12 08:00:00,8,0,12,1,0,0,0.0,15.33,66.5,15.0,19.3,3.16,0.29,22.878
2022-01-15 04:00:00,4,5,1,0,1,0,77.0,9.49,53.6,15.0,23.6,4.52,0.0,17.965
2023-06-16 08:00:00,8,4,6,1,0,0,66.0,34.48,56.3,17.0,26.2,4.97,0.95,33.706
2021-12-15 22:00:00,22,2,12,1,0,0,53.0,8.0,49.8,12.0,29.8,4.69,0.0,20.178
2021-03-31 16:00:00,16,2,3,1,1,0,582.0,26.74,66.4,50.0,67.9,2.34,1.93,44.342
2021-12-24 20:00:00,20,4,12,1,0,0,0.0,8.0,38.6,9.0,18.6,5.39,0.0,23.551
2023-12-08 05:00:00,5,4,12,1,0,0,33.0,9.78,42.6,12.0,20.0,4.38,0.0,22.834
2022-05-15 18:00:00,18,6,5,0,0,0,0.0,30.79,56.8,15.0,19.6,3.41,0.0,25.277
2021-12-28 04:00:00,4,1,12,1,0,0,0.0,9.68,56.1,9.0,29.6,4.7,0.0,20.678
2022-03-07 13:00:00,13,0,3,1,1,0,672.0,25.18,56.0,57.0,77.3,1.44,3.23,44.961
2022-12-18 01:00:00,1,6,12,0,0,0,0.0,8.0,48.5,6.0,9.6,4.74,0.0,16.791
2023-04-17 17:00:00,17,0,4,1,1,0,541.0,27.16,38.9,44.0,67.5,2.41,0.47,39.539
2022-07-26 22:00:00,22,1,7,1,0,0,7.0,25.81,60.5,5.0,23.6,1.86,0.0,22.982
2022-11-21 01:00:00,1,0,11,1,1,0,102.0,8.81,40.6,18.0,25.6,5.31,0.0,26.793
2023-04-14 00:00:00,0,4,4,1,1,0,130.0,21.35,48.2,13.0,27.3,0.89,0.0,21.673
2022-05-06 04:00:00,4,4,5,1,0,0,121.0,26.01,,17.0,29.9,2.27,0.0,25.988
2023-08-24 23:00:00,23,3,8,1,1,0,75.0,19.36,77.3,12.0,21.3,1.63,0.0,24.513
2021-04-12 10:00:00,10,0,4,1,1,0,617.0,31.23,42.4,47.0,64.6,4.01,3.24,48.672
2021-02-06 02:00:00,2,5,2,0,1,0,93.0,10.49,34.4,14.0,28.7,4.09,0.0,22.131
2022-09-09 23:00:00,23,4,9,1,1,0,120.0,17.06,87.7,11.0,16.2,2.61,0.0,23.53
2022-04-24 09:00:00,9,6,4,0,1,0,135.0,32.27,55.2,21.0,37.9,4.41,1.54,27.269
2021-04-12 11:00:00,11,0,4,1,1,0,571.0,30.94,63.9,51.0,76.1,3.57,3.82,49.951
2022-09-25 10:00:00,10,6,9,0,1,0,82.0,25.65,82.4,10.0,24.2,1.73,2.63,14.324
2022-03-17 03:00:00,3,3,3,1,1,0,138.0,16.84,49.2,15.0,27.1,1.93,0.0,25.209
2021-03-09 02:00:00,2,1,3,1,1,0,191.0,14.32,51.0,17.0,30.8,2.9,0.0,29.564
2021-12-31 03:00:00,3,4,12,1,0,0,53.0,8.0,53.1,13.0,21.3,4.77,0.0,19.74
2023-11-18 13:00:00,13,5,11,0,1,0,0.0,21.69,41.6,9.0,15.8,0.48,3.23,10.014
2023-07-29 03:00:00,3,5,7,0,0,0,0.0,26.87,68.1,10.0,26.8,2.09,0.0,21.485
2023-11-25 10:00:00,10,5,11,0,1,0,87.0,17.84,38.3,15.0,24.8,2.32,2.58,20.192
2021-06-19 01:00:00,1,5,6,0,0,0,0.0,26.88,55.9,11.0,19.1,1.95,0.0,17.512
2021-04-21 22:00:00,22,2,4,1,1,0,145.0,22.79,49.5,21.0,23.8,1.0,0.0,22.925
2022-12-15 19:00:00,19,3,12,1,0,0,43.0,13.16,52.7,15.0,21.4,3.72,0.0,23.609
2021-01-21 21:00:00,21,3,1,1,1,0,196.0,12.12,59.5,16.0,33.5,3.98,0.0,31.666
2022-06-15 10:00:00,10,2,6,1,0,0,55.0,34.52,47.0,21.0,24.5,4.52,2.65,21.587
2023-07-09 08:00:00,8,6,7,0,0,0,8.0,36.45,59.7,6.0,14.9,5.46,1.44,22.515
2021-09-13 08:00:00,8,0,9,1,1,0,622.0,24.89,85.2,51.0,67.1,1.14,1.93,48.219
2021-12-10 14:00:00,14,4,12,1,0,0,53.0,17.37,57.4,17.0,17.2,1.6,2.83,15.614
2021-09-19 21:00:00,21,6,9,0,1,0,129.0,16.92,68.0,17.0,31.3,2.68,0.0,20.735
2023-05-31 12:00:00,12,2,5,1,0,0,55.0,38.26,38.1,17.0,19.2,5.58,2.48,28.29
2022-11-07 13:00:00,13,0,11,1,1,0,651.0,23.24,61.9,54.0,71.7,1.23,4.02,43.71
2022-01-31 05:00:00,5,0,1,1,1,0,105.0,14.92,51.8,15.0,21.2,2.74,0.0,26.743
2023-09-16 05:00:00,5,5,9,0,1,0,60.0,18.91,79.0,12.0,23.9,1.11,0.0,23.157
2021-05-22 12:00:00,12,5,5,0,0,0,13.0,37.52,47.0,9.0,25.0,5.74,3.7,18.73
2022-12-27 15:00:00,15,1,12,1,0,0,0.0,15.59,53.4,13.0,19.9,2.86,2.88,20.91
2023-01-27 08:00:00,8,4,1,1,1,0,670.0,15.87,62.7,56.0,75.2,2.55,0.38,46.13
2023-06-13 01:00:00,1,1,6,1,0,0,0.0,23.82,36.8,7.0,16.9,0.93,0.0,18.756
2022-09-30 01:00:00,1,4,9,1,1,0,121.0,15.25,68.2,16.0,32.9,2.27,0.0,19.43
2023-01-12 08:00:00,8,3,1,1,1,0,657.0,14.7,61.6,52.0,76.3,3.03,0.36,51.196
2023-02-20 00:00:00,0,0,2,1,1,0,177.0,11.95,58.4,20.0,29.9,3.62,0.0,35.524
2021-04-23 13:00:00,13,4,4,1,1,0,618.0,34.81,48.8,46.0,68.8,4.93,3.32,44.57
2021-02-11 12:00:00,12,3,2,1,1,0,636.0,24.61,47.6,52.0,77.4,1.36,2.57,44.038
2021-04-13 15:00:00,15,1,4,1,1,0,574.0,28.24,53.2,49.0,60.6,2.45,2.58,41.622
2023-09-01 11:00:00,11,4,9,1,1,0,553.0,27.72,69.0,48.0,73.2,2.08,3.05,43.03
2022-11-30 23:00:00,23,2,11,1,1,0,161.0,8.0,59.2,15.0,35.0,5.43,0.0,27.815
2023-08-22 21:00:00,21,1,8,1,1,0,164.0,23.9,63.3,19.0,35.2,0.89,0.0,30.514
2023-02-19 08:00:00,8,6,2,0,1,0,43.0,18.56,44.4,11.0,22.9,1.92,0.0,19.974
2022-09-05 07:00:00,7,0,9,1,1,0,146.0,23.04,71.8,15.0,32.7,0.4,0.0,25.433
2023-12-22 04:00:00,4,4,12,1,0,0,0.0,8.01,53.4,9.0,22.7,4.87,0.0,21.69
2021-10-19 17:00:00,17,1,10,1,1,0,655.0,16.02,58.6,53.0,75.5,2.36,0.85,44.419
2023-04-08 06:00:00,6,5,4,0,1,0,110.0,22.93,52.0,19.0,26.8,0.84,0.0,21.068
2021-03-10 12:00:00,12,2,3,1,1,0,529.0,24.52,57.6,43.0,67.3,1.52,3.13,40.792
2022-09-22 08:00:00,8,3,9,1,1,0,600.0,25.47,75.5,47.0,73.7,1.91,0.36,46.312
2022-11-04 17:00:00,17,4,11,1,1,0,622.0,16.09,36.6,51.0,76.0,2.57,0.42,46.545
2023-06-22 00:00:00,0,3,6,1,0,0,0.0,27.56,45.4,6.0,18.1,2.04,0.0,14.349
2023-10-18 16:00:00,16,2,10,1,1,0,537.0,21.12,55.0,46.0,64.9,0.79,0.39,44.401
2023-05-26 22:00:00,22,4,5,1,0,0,27.0,26.32,62.1,9.0,18.0,2.41,0.0,22.299
2023-05-16 17:00:00,17,1,5,1,0,0,0.0,27.55,41.3,12.0,21.7,2.83,1.06,15.725
2021-04-27 06:00:00,6,1,4,1,1,0,202.0,28.84,51.7,23.0,42.6,2.86,0.0,28.153
2023-12-23 02:00:00,2,5,12,0,0,0,75.0,8.0,45.3,13.0,28.7,5.58,0.0,22.938
2023-09-08 06:00:00,6,4,9,1,1,0,70.0,26.01,70.9,8.0,28.1,2.1,0.0,23.574
2022-08-06 16:00:00,16,5,8,0,1,0,3.0,32.57,77.1,6.0,9.0,3.53,1.26,20.346
2022-06-26 18:00:00,18,6,6,0,0,0,0.0,29.53,39.0,1.0,22.3,3.45,0.4,10.974
2022-02-08 00:00:00,0,1,2,1,1,0,116.0,8.0,41.1,17.0,35.1,4.7,0.0,28.139
2021-07-27 10:00:00,10,1,7,1,0,0,27.0,35.85,74.1,16.0,19.8,4.91,2.76,28.369
2021-08-20 05:00:00,5,4,8,1,1,0,90.0,27.45,72.5,12.0,23.2,2.15,0.0,23.134
2022-02-12 05:00:00,5,5,2,0,1,0,100.0,14.18,60.0,12.0,25.1,3.15,0.0,24.499
2023-03-15 23:00:00,23,2,3,1,1,0,184.0,13.19,50.8,22.0,34.3,3.28,0.0,26.58
2021-07-17 02:00:00,2,5,7,0,0,0,57.0,23.98,63.2,13.0,25.1,1.42,0.0,13.116
2021-09-30 00:00:00,0,3,9,1,1,0,160.0,14.23,84.2,15.0,33.0,2.83,0.0,30.998
2021-07-17 21:00:00,21,5,7,0,0,0,47.0,26.86,74.6,10.0,21.2,2.2,0.0,18.001
2021-08-12 07:00:00,7,3,8,1,1,0,,,76.6,15.0,33.7,2.85,0.0,28.425
2022-03-14 13:00:00,13,0,3,1,1,0,562.0,28.59,39.7,42.0,72.5,2.43,2.57,39.68
2022-05-18 02:00:00,2,2,5,1,0,0,0.0,26.82,43.5,9.0,18.2,2.16,0.0,14.791
2022-12-01 01:00:00,1,3,12,1,0,0,21.0,8.0,50.3,8.0,19.9,4.76,0.0,25.991
2021-09-04 21:00:00,21,5,9,0,1,0,49.0,19.1,84.9,7.0,24.0,1.94,0.0,19.302
2021-09-13 14:00:00,14,0,9,1,1,0,574.0,27.11,98.0,50.0,66.7,2.55,2.57,47.751
2022-04-29 11:00:00,11,4,4,1,1,0,585.0,34.17,54.7,48.0,73.1,5.05,2.79,41.738
2021-05-07 11:00:00,11,4,5,1,0,0,59.0,35.7,49.3,21.0,24.1,5.19,2.87,24.768
2021-10-23 08:00:00,8,5,10,0,1,1,14.0,19.63,40.0,6.0,17.0,1.69,0.57,19.655
2023-04-10 21:00:00,21,0,4,1,1,0,162.0,19.94,37.0,16.0,32.5,0.97,0.0,25.384
2021-04-02 17:00:00,17,4,4,1,1,0,493.0,25.32,52.0,42.0,57.3,1.18,0.61,38.745
2021-11-01 22:00:00,22,0,11,1,1,0,132.0,10.66,46.0,13.0,22.6,4.13,0.0,21.607
2021-08-13 18:00:00,18,4,8,1,1,0,561.0,25.9,81.5,48.0,63.4,1.76,0.0,47.191
2021-02-01 08:00:00,8,0,2,1,1,0,541.0,16.18,58.5,49.0,62.0,2.1,0.0,45.046
2022-06-27 20:00:00,20,0,6,1,0,0,0.0,28.05,49.6,8.0,22.2,2.92,0.0,17.664
2022-11-01 08:00:00,8,1,11,1,1,0,581.0,19.96,54.3,46.0,64.1,0.9,1.3,44.676
2023-08-20 06:00:00,6,6,8,0,1,0,112.0,27.8,67.8,19.0,20.4,2.74,0.0,22.356
2023-05-28 21:00:00,21,6,5,0,0,0,98.0,27.09,68.0,12.0,18.6,2.43,0.0,20.678
2023-05-13 11:00:00,11,5,5,0,0,0,29.0,36.25,41.2,7.0,23.4,5.01,2.84,17.19
2022-02-08 09:00:00,9,1,2,1,1,0,600.0,17.68,53.7,46.0,74.3,1.49,1.78,38.897
2021-01-14 11:00:00,11,3,1,1,1,0,584.0,21.86,51.8,42.0,68.7,0.53,2.18,40.979
2023-12-11 04:00:00,4,0,12,1,0,0,0.0,8.25,59.0,9.0,20.7,5.36,0.0,21.651
2021-10-11 20:00:00,20,0,10,1,1,0,180.0,,43.7,23.0,30.9,3.54,0.0,34.811
2022-03-15 21:00:00,21,1,3,1,1,0,173.0,17.95,48.1,20.0,25.8,1.35,0.0,25.87
2021-06-13 19:00:00,19,6,6,0,0,0,24.0,32.66,45.0,11.0,20.9,4.32,0.0,21.914
